,Duration,IDWorker1,IDWorker2
2441,211120,105,113
2442,211140,105,113
2443,211160,105,113
2444,211180,153,492
2445,211180,105,113
2446,211200,105,113
2447,211220,105,113
2448,211240,105,113
2449,211260,105,113
2450,211280,105,113
2451,211300,105,113
2452,211320,105,113
2453,211340,105,113
2454,211360,105,113
2455,211540,105,113
2456,211560,105,113
2457,211580,105,113
2458,211600,105,113
2459,211620,105,113
2460,211640,105,113
2461,211660,105,113
2462,211680,105,113
2463,211700,105,113
2464,211720,105,113
2465,211760,105,113
2466,211780,105,113
2467,211800,105,113
2468,211820,105,113
2469,211840,105,113
2470,211940,105,113
2471,211960,105,113
2472,212040,105,113
2473,212080,15,123
2474,212180,804,845
2475,212180,778,845
2476,212200,804,845
2477,212240,804,845
2478,212260,105,113
2479,212260,804,845
2480,212280,105,113
2481,212300,105,113
2482,212320,105,113
2483,212360,105,113
2484,212380,105,113
2485,212400,105,113
2486,212420,120,172
2487,212440,120,172
2488,212460,120,172
2489,212480,120,172
2490,212500,778,845
2491,212500,120,172
2492,212520,105,113
2493,212520,120,172
2494,212560,105,113
2495,212580,105,113
2496,212600,105,113
2497,212620,105,113
2498,212640,105,113
2499,212740,105,113
2500,212760,105,113
2501,212780,105,113
2502,212800,105,113
2503,212820,105,113
2504,212840,105,113
2505,212860,778,845
2506,212860,105,113
2507,212880,105,113
2508,212900,184,751
2509,212900,105,113
2510,212920,105,113
2511,212940,105,113
2512,212960,105,113
2513,212980,105,113
2514,213000,105,113
2515,213020,105,113
2516,213020,184,751
2517,213040,105,113
2518,213080,21,101
2519,213100,105,113
2520,213180,105,113
2521,213200,21,101
2522,213300,105,113
2523,213320,105,113
2524,213340,184,751
2525,213460,63,709
2526,213560,205,939
2527,213580,184,751
2528,213580,205,939
2529,213600,205,939
2530,213640,184,751
2531,213660,184,751
2532,213680,184,751
2533,213680,205,939
2534,213700,184,751
2535,213700,205,939
2536,213720,184,751
2537,213720,205,939
2538,213740,184,751
2539,213740,105,113
2540,213740,205,939
2541,213760,184,751
2542,213760,105,113
2543,213780,105,113
2544,213800,105,113
2545,213820,105,113
2546,213860,105,113
2547,213880,105,113
2548,213900,105,113
2549,213920,778,845
2550,213920,120,172
2551,213960,105,113
2552,213980,105,113
2553,214020,105,113
2554,214040,105,113
2555,214060,120,172
2556,214080,105,113
2557,214120,105,113
2558,214260,172,196
2559,214280,172,196
2560,214480,105,113
2561,214560,105,113
2562,214620,265,826
2563,214620,105,113
2564,214700,105,113
2565,214720,778,845
2566,214720,105,113
2567,214740,105,113
2568,214760,105,113
2569,214780,105,113
2570,214820,105,113
2571,214840,63,481
2572,214860,105,113
2573,214880,222,267
2574,214880,153,448
2575,214880,105,113
2576,214900,105,113
2577,214920,105,113
2578,214940,105,113
2579,214960,105,113
2580,215060,105,113
2581,215600,63,709
2582,215620,63,709
2583,215680,63,481
2584,216300,150,153
2585,216480,153,601
2586,216700,17,50
2587,216720,17,50
2588,216740,17,50
2589,216920,179,335
2590,216960,50,209
2591,216980,50,209
2592,217000,50,209
2593,217000,17,209
2594,217080,21,80
2595,217140,311,662
2596,217280,80,662
2597,217340,311,662
2598,217340,496,662
2599,217380,335,771
2600,217400,335,771
2601,217420,335,771
2602,217440,335,771
2603,217440,80,311
2604,217460,335,771
2605,217480,311,662
2606,217500,335,771
2607,217520,335,771
2608,217540,335,771
2609,217560,335,771
2610,217580,335,771
2611,217760,63,499
2612,217760,63,481
2613,217900,63,709
2614,217900,481,709
2615,217920,79,804
2616,217940,63,481
2617,217960,63,709
2618,217980,63,481
2619,218000,63,709
2620,218020,481,709
2621,218040,63,709
2622,218060,63,709
2623,218080,265,826
2624,218080,184,265
2625,218080,63,709
2626,218100,265,804
2627,218320,63,709
2628,218500,79,222
2629,218520,79,222
2630,218540,79,222
2631,218560,79,222
2632,218560,63,481
2633,218580,79,222
2634,218600,79,222
2635,218760,79,222
2636,218820,79,222
2637,219160,63,709
2638,219160,153,492
2639,219340,153,492
2640,219360,153,492
2641,219520,63,709
2642,219600,63,709
2643,219620,63,709
2644,219760,63,709
2645,219940,63,481
2646,219980,63,709
2647,219980,63,481
2648,220000,63,481
2649,220040,29,95
2650,220060,29,95
2651,220200,50,265
2652,220220,21,101
2653,220300,21,101
2654,220320,21,101
2655,220340,21,179
2656,220340,63,709
2657,220340,153,492
2658,220340,63,481
2659,220360,265,751
2660,220360,63,481
2661,220380,63,481
2662,220400,63,709
2663,220420,63,709
2664,220460,335,771
2665,220480,662,826
2666,220480,311,826
2667,220500,662,771
2668,220500,662,751
2669,220500,311,771
2670,220500,311,335
2671,220500,101,662
2672,220520,335,771
2673,220560,265,751
2674,220580,751,826
2675,220600,209,751
2676,220660,118,209
2677,220680,63,709
2678,220720,21,101
2679,220780,222,601
2680,220800,222,601
2681,220820,63,709
2682,220820,222,601
2683,221180,63,481
2684,221220,63,481
2685,221260,63,481
2686,221560,119,335
2687,221580,119,335
2688,221600,119,335
2689,221620,119,335
2690,221760,119,335
2691,221880,63,116
2692,221900,63,116
2693,221920,63,116
2694,221940,63,116
2695,221940,63,481
2696,221960,63,709
2697,221960,481,709
2698,221960,63,116
2699,221980,63,481
2700,221980,63,709
2701,221980,63,116
2702,222000,63,116
2703,222000,116,709
2704,222020,63,116
2705,222020,116,709
2706,222040,63,709
2707,222040,63,116
2708,222060,63,709
2709,222060,223,496
2710,222060,63,116
2711,222080,63,709
2712,222120,63,709
2713,222140,63,709
2714,222140,63,116
2715,222160,63,709
2716,222160,116,709
2717,222160,63,116
2718,222200,63,709
2719,222220,63,709
2720,222240,63,709
2721,222260,63,709
2722,222280,63,709
2723,222280,63,116
2724,222320,265,751
2725,222320,63,709
2726,222480,179,875
2727,222500,179,875
2728,222520,17,771
2729,222600,116,211
2730,222620,116,211
2731,222660,116,211
2732,222680,116,265
2733,222680,116,211
2734,222760,63,116
2735,222760,311,662
2736,222780,481,709
2737,222800,63,709
2738,222800,481,709
2739,222820,63,709
2740,222820,63,116
2741,222840,63,709
2742,222840,116,709
2743,222880,481,709
2744,222880,63,481
2745,222900,29,95
2746,222900,63,709
2747,222900,63,481
2748,222920,63,709
2749,222920,29,95
2750,222940,29,222
2751,222940,63,709
2752,223000,481,499
2753,223000,79,222
2754,223020,153,492
2755,223020,79,222
2756,223040,153,492
2757,223100,153,492
2758,223120,153,492
2759,223120,21,101
2760,223140,63,709
2761,223180,153,492
2762,223200,153,492
2763,223240,63,709
2764,223260,63,709
2765,223260,448,492
2766,223320,63,154
2767,223340,63,154
2768,223380,153,492
2769,223420,492,499
2770,223420,153,481
2771,223420,63,153
2772,223620,481,709
2773,223680,153,492
2774,223740,153,492
2775,223860,153,492
2776,224000,29,39
2777,224020,29,39
2778,224040,29,39
2779,224080,29,39
2780,224100,153,492
2781,224120,153,492
2782,224180,153,492
2783,224380,63,153
2784,224400,29,39
2785,224420,29,39
2786,224440,29,39
2787,224440,63,154
2788,224460,29,39
2789,224480,29,39
2790,224500,29,39
2791,224520,29,39
2792,224540,29,39
2793,224540,63,601
2794,224560,63,601
2795,224580,29,39
2796,224580,63,150
2797,224580,63,601
2798,224600,29,39
2799,224620,29,39
2800,224660,15,223
2801,224720,29,39
2802,224740,29,39
2803,224740,153,492
2804,224760,29,39
2805,224760,153,492
2806,224840,17,771
2807,224900,153,492
2808,224920,153,492
2809,224940,153,492
2810,224960,153,492
2811,224980,153,492
2812,225000,153,492
2813,225020,153,492
2814,225040,153,492
2815,225060,153,492
2816,225080,153,492
2817,225100,153,492
2818,225180,29,39
2819,225180,153,492
2820,225260,265,875
2821,225300,29,39
2822,225300,153,709
2823,225320,153,709
2824,225340,29,39
2825,225340,153,709
2826,225360,153,709
2827,225380,265,826
2828,225460,29,39
2829,225520,29,39
2830,225760,153,709
2831,225780,153,709
2832,225820,63,481
2833,225840,63,481
2834,225860,63,481
2835,225880,153,492
2836,225880,63,481
2837,225900,63,481
2838,226020,153,492
2839,226040,153,492
2840,226060,275,804
2841,226060,153,492
2842,226060,116,709
2843,226080,153,492
2844,226100,153,492
2845,226140,275,804
2846,226400,153,492
2847,226580,153,492
2848,226840,265,826
2849,226860,265,826
2850,226880,265,826
2851,226980,153,492
2852,227020,153,492
2853,227380,153,492
2854,227520,265,826
2855,227600,265,826
2856,227620,153,492
2857,228200,153,492
2858,228680,153,492
2859,228860,63,709
2860,229000,153,492
2861,229000,29,116
2862,229200,63,95
2863,229220,116,211
2864,229240,29,95
2865,229240,116,211
2866,229260,29,95
2867,229280,29,95
2868,230100,492,601
2869,230140,492,601
2870,230160,492,601
2871,230180,492,601
2872,230200,492,601
2873,230220,492,601
2874,230240,492,601
2875,230260,492,601
2876,230280,492,601
2877,230300,492,601
2878,230320,492,601
2879,230360,492,601
2880,230380,492,601
2881,230400,492,601
2882,230460,492,601
2883,230480,492,601
2884,230500,492,601
2885,230520,492,601
2886,230540,492,601
2887,230560,492,601
2888,230580,492,601
2889,230600,492,601
2890,230600,63,709
2891,230620,492,601
2892,230680,492,601
2893,230700,492,601
2894,230840,268,826
2895,230860,268,826
2896,231100,223,496
2897,231120,223,496
2898,231160,223,496
2899,231180,223,496
2900,231200,223,496
2901,231200,150,709
2902,231220,223,496
2903,231220,150,709
2904,231220,153,601
2905,231240,29,95
2906,231240,223,496
2907,231240,153,601
2908,231240,150,709
2909,231260,29,95
2910,231260,223,496
2911,231260,153,601
2912,231260,150,709
2913,231280,29,95
2914,231280,223,496
2915,231280,150,709
2916,231300,119,804
2917,231300,223,496
2918,231320,223,496
2919,231340,223,496
2920,231340,153,601
2921,231380,223,496
2922,231380,153,601
2923,231400,223,496
2924,231400,153,601
2925,231400,17,771
2926,231420,223,496
2927,231420,153,601
2928,231440,223,496
2929,231440,153,601
2930,231460,223,496
2931,231480,223,496
2932,231500,223,496
2933,231520,223,496
2934,231540,223,496
2935,231580,223,496
2936,231600,223,496
2937,231700,275,826
2938,231720,804,826
2939,231740,223,496
2940,231760,275,804
2941,231780,223,496
2942,231800,223,496
2943,231820,223,496
2944,231820,184,751
2945,231840,184,751
2946,231860,223,496
2947,231880,223,496
2948,231900,223,496
2949,231920,223,496
2950,231920,184,751
2951,231940,223,496
2952,231940,184,751
2953,231960,223,496
2954,231980,223,496
2955,232000,223,496
2956,232020,184,751
2957,232040,184,751
2958,232060,184,751
2959,232080,116,150
2960,232080,184,751
2961,232100,184,751
2962,232120,268,751
2963,232120,184,751
2964,232120,184,268
2965,232140,184,751
2966,232160,184,751
2967,232160,79,222
2968,232180,184,751
2969,232180,131,826
2970,232200,184,751
2971,232220,184,751
2972,232240,184,751
2973,232260,268,751
2974,232260,184,751
2975,232280,268,751
2976,232280,184,751
2977,232280,184,268
2978,232300,268,751
2979,232300,184,751
2980,232320,184,751
2981,232340,184,751
2982,232360,268,751
2983,232380,184,751
2984,232400,268,751
2985,232400,184,751
2986,232400,184,268
2987,232420,268,751
2988,232420,184,751
2989,232440,268,751
2990,232440,184,751
2991,232460,268,751
2992,232600,184,268
2993,232620,184,268
2994,233140,116,709
2995,233280,268,751
2996,233560,184,751
2997,233780,184,268
2998,233800,184,268
2999,233900,50,265
3000,234280,481,709
3001,234320,184,751
3002,234360,184,751
3003,234440,184,751
3004,234460,184,751
3005,234520,184,751
3006,235300,123,222
3007,235320,123,222
3008,235380,123,222
3009,235440,123,222
3010,235460,123,222
3011,235540,153,492
3012,235780,265,826
3013,235960,172,819
3014,236000,265,826
3015,236420,153,492
3016,236820,265,826
3017,236880,265,826
3018,236980,265,826
3019,237240,29,513
3020,237500,153,492
3021,237600,153,492
3022,238620,95,222
3023,238640,95,222
3024,238660,95,222
3025,238680,95,120
3026,238700,95,120
3027,238720,95,120
3028,238740,95,120
3029,238760,95,120
3030,238780,95,120
3031,238800,95,120
3032,238820,95,120
3033,238840,95,120
3034,238860,95,120
3035,238880,95,120
3036,238900,95,120
3037,238920,95,120
3038,238940,95,120
3039,238980,95,120
3040,239000,95,120
3041,239020,95,120
3042,239040,95,120
3043,239060,95,120
3044,239080,95,120
3045,239100,95,120
3046,239120,95,120
3047,240300,102,131
3048,240420,268,845
3049,290480,120,819
3050,290600,119,804
3051,290620,119,804
3052,290660,120,819
3053,290680,120,819
3054,290720,120,819
3055,290740,120,819
3056,290800,120,819
3057,290860,120,819
3058,291160,35,273
3059,291480,120,819
3060,291500,120,819
3061,291600,150,499
3062,291640,779,819
3063,291700,113,120
3064,292240,119,762
3065,292260,119,762
3066,292740,819,987
3067,292780,271,492
3068,292780,819,987
3069,292860,153,601
3070,292880,153,533
3071,292960,335,771
3072,293020,153,271
3073,293040,153,271
3074,293080,153,271
3075,293100,153,271
3076,293120,153,271
3077,293140,153,271
3078,293180,153,271
3079,293360,50,311
3080,293360,48,311
3081,293380,48,50
3082,293400,48,50
3083,293440,184,751
3084,293440,95,194
3085,293460,184,751
3086,293460,95,194
3087,293460,63,481
3088,293480,184,751
3089,293480,95,194
3090,293480,56,95
3091,293520,95,194
3092,293540,184,751
3093,293560,184,751
3094,293580,184,751
3095,293660,95,194
3096,293680,95,194
3097,293700,184,751
3098,293780,50,762
3099,293800,50,762
3100,293820,80,102
3101,293940,184,751
3102,293940,134,784
3103,293960,134,762
3104,293960,134,784
3105,293980,35,253
3106,293980,56,181
3107,293980,134,784
3108,294000,134,784
3109,294020,134,784
3110,294060,79,123
3111,294080,56,939
3112,294100,56,939
3113,294160,56,939
3114,294180,56,939
3115,294200,56,939
3116,294220,223,311
3117,294220,56,311
3118,294220,56,939
3119,294240,223,311
3120,294240,56,939
3121,294260,223,311
3122,294260,56,939
3123,294280,223,311
3124,294280,56,311
3125,294480,601,709
3126,294560,79,123
3127,294580,601,709
3128,294580,335,762
3129,294600,79,123
3130,294600,601,709
3131,294600,335,762
3132,294620,335,762
3133,294660,116,335
3134,294680,116,335
3135,294700,194,662
3136,294720,194,662
3137,294740,194,662
3138,294800,601,709
3139,294800,116,335
3140,294820,601,709
3141,294840,116,762
3142,294840,79,123
3143,294840,601,709
3144,294900,601,709
3145,294980,601,709
3146,295000,153,271
3147,295020,95,253
3148,295020,601,709
3149,295040,601,709
3150,295040,205,267
3151,295060,601,709
3152,295060,150,709
3153,295080,601,709
3154,295100,39,79
3155,295120,601,709
3156,295140,601,709
3157,295160,601,709
3158,295180,601,709
3159,295180,448,603
3160,295200,271,492
3161,295200,601,709
3162,295220,271,492
3163,295220,601,709
3164,295220,150,709
3165,295240,601,709
3166,295260,271,492
3167,295260,601,709
3168,295280,601,709
3169,295280,751,778
3170,295320,751,778
3171,295340,601,709
3172,295360,102,771
3173,295380,102,771
3174,295460,271,492
3175,295480,271,492
3176,295500,271,492
3177,295500,123,335
3178,295520,223,939
3179,295540,223,939
3180,295560,223,939
3181,295580,223,939
3182,295580,153,271
3183,295600,223,939
3184,295640,223,939
3185,295680,223,939
3186,295700,223,939
3187,295720,223,939
3188,295740,223,939
3189,295760,223,939
3190,295800,511,771
3191,295900,153,271
3192,295940,119,150
3193,296140,211,751
3194,296140,123,194
3195,296180,223,939
3196,296240,273,778
3197,296260,119,448
3198,296280,119,448
3199,296280,335,762
3200,296300,63,481
3201,296340,63,481
3202,296400,211,751
3203,296400,184,751
3204,296420,102,762
3205,296420,184,751
3206,296420,105,513
3207,296440,105,513
3208,296460,105,513
3209,296580,211,265
3210,296600,211,265
3211,296900,134,265
3212,296920,116,134
3213,296940,134,804
3214,296960,134,184
3215,296960,134,268
3216,296960,134,751
3217,296980,134,184
3218,297000,134,184
3219,297020,134,184
3220,297040,134,184
3221,297060,134,184
3222,297060,134,751
3223,297080,184,751
3224,297080,134,184
3225,297080,134,751
3226,297100,95,311
3227,297100,184,751
3228,297100,134,751
3229,297100,134,184
3230,297120,134,184
3231,297120,134,751
3232,297120,311,662
3233,297140,134,184
3234,297140,56,311
3235,297160,134,184
3236,297180,223,311
3237,297180,134,184
3238,297180,184,751
3239,297180,184,196
3240,297180,56,311
3241,297200,134,496
3242,297200,311,662
3243,297200,184,194
3244,297200,134,662
3245,297200,223,311
3246,297200,134,184
3247,297200,134,751
3248,297200,223,662
3249,297200,184,223
3250,297220,39,267
3251,297220,39,184
3252,297240,134,184
3253,297240,134,751
3254,297260,184,751
3255,297260,134,751
3256,297280,184,751
3257,297300,184,751
3258,297300,105,267
3259,297300,95,205
3260,297300,134,751
3261,297320,184,751
3262,297320,267,513
3263,297340,184,751
3264,297580,184,751
3265,297620,153,492
3266,297720,95,123
3267,297740,95,123
3268,297760,95,123
3269,297780,95,123
3270,297800,95,123
3271,297800,335,762
3272,297820,95,123
3273,297840,95,123
3274,297860,95,123
3275,297880,95,123
3276,297920,95,123
3277,297940,95,123
3278,297960,95,123
3279,297980,95,123
3280,298000,95,123
3281,298020,95,123
3282,298040,95,123
3283,298060,95,123
3284,298080,95,123
3285,298100,95,123
3286,298120,95,123
3287,298120,265,273
3288,298140,95,123
3289,298160,95,123
3290,298180,95,123
3291,298200,95,123
3292,298220,95,123
3293,298240,95,123
3294,298260,95,123
3295,298280,95,123
3296,298300,95,123
3297,298340,95,123
3298,298360,95,123
3299,298380,95,123
3300,298400,95,123
3301,298700,153,271
3302,298720,153,271
3303,298740,153,271
3304,298780,153,271
3305,298840,184,751
3306,298860,184,751
3307,298880,184,751
3308,298960,211,265
3309,299060,273,778
3310,299860,63,481
3311,299880,63,481
3312,300300,95,123
3313,300340,762,771
3314,300360,762,771
3315,300380,762,771
3316,300420,95,123
3317,300480,95,123
3318,300500,95,123
3319,300680,95,123
3320,300700,95,123
3321,300700,335,762
3322,300780,95,123
3323,300800,95,123
3324,300840,63,709
3325,301320,533,601
3326,301340,533,601
3327,301360,533,601
3328,301380,533,601
3329,301400,533,601
3330,301420,533,601
3331,301460,533,601
3332,301480,533,601
3333,301500,533,601
3334,301520,533,601
3335,301560,533,601
3336,301580,533,601
3337,301600,533,601
3338,301620,533,601
3339,301640,533,601
3340,301680,533,601
3341,301680,268,751
3342,301840,533,601
3343,301880,533,601
3344,301900,123,253
3345,301920,123,253
3346,301940,123,253
3347,301960,123,253
3348,301980,123,253
3349,302000,123,253
3350,302120,123,253
3351,302180,499,533
3352,302200,499,533
3353,302260,153,533
3354,302280,499,533
3355,302320,499,533
3356,302560,39,113
3357,302660,39,113
3358,302680,39,113
3359,302700,39,113
3360,302820,39,79
3361,302840,39,79
3362,302840,481,709
3363,302860,39,79
3364,303040,153,271
3365,303060,113,194
3366,303060,153,271
3367,303120,113,194
3368,303120,153,271
3369,303180,153,271
3370,303200,153,271
3371,303300,205,267
3372,303360,105,267
3373,303360,205,267
3374,303360,153,271
3375,303380,153,271
3376,303400,153,492
3377,303400,50,875
3378,303420,153,492
3379,303420,205,267
3380,303420,153,271
3381,303480,153,271
3382,303480,205,267
3383,303520,499,533
3384,303540,153,271
3385,303540,499,533
3386,303580,153,271
3387,303600,271,492
3388,303620,271,533
3389,303620,153,271
3390,303640,271,492
3391,303640,153,271
3392,303800,39,194
3393,303820,39,194
3394,303840,39,194
3395,303860,95,765
3396,303860,39,194
3397,303880,95,765
3398,303900,494,765
3399,303900,113,194
3400,303900,39,113
3401,303900,39,194
3402,303920,113,194
3403,303920,39,113
3404,303940,113,194
3405,303940,39,113
3406,303940,39,194
3407,303960,39,113
3408,303960,39,194
3409,303980,39,113
3410,303980,39,194
3411,304000,39,113
3412,304020,39,194
3413,304060,39,113
3414,304060,39,194
3415,304800,184,751
3416,304820,184,751
3417,305100,80,431
3418,305160,184,751
3419,305180,116,751
3420,305300,265,751
3421,305320,265,751
3422,305320,265,268
3423,305340,268,751
3424,305340,265,751
3425,305340,265,268
3426,305360,184,265
3427,305360,265,751
3428,305380,184,265
3429,305380,265,751
3430,305400,184,265
3431,305400,265,751
3432,305400,184,751
3433,305420,184,265
3434,305420,265,751
3435,305440,184,265
3436,305440,265,751
3437,305440,116,265
3438,305460,116,265
3439,305460,116,751
3440,305460,134,431
3441,305480,265,751
3442,305480,134,431
3443,305500,134,431
3444,305520,134,431
3445,305540,134,431
3446,305580,134,431
3447,306680,335,762
3448,306720,762,875
3449,306780,335,771
3450,306780,311,335
3451,306860,431,784
3452,307100,50,134
3453,307140,50,134
3454,307280,116,267
3455,307300,56,105
3456,307300,205,267
3457,307300,56,267
3458,307320,267,939
3459,307320,56,205
3460,307320,56,267
3461,307340,56,267
3462,307360,95,267
3463,307360,95,939
3464,307360,56,267
3465,307360,56,95
3466,307380,95,939
3467,307380,95,267
3468,307380,56,267
3469,307380,56,95
3470,307660,153,271
3471,307700,153,271
3472,307740,153,271
3473,307760,271,492
3474,307820,153,271
3475,307820,132,194
3476,307840,153,271
3477,307860,120,132
3478,307860,194,662
3479,307860,132,662
3480,307880,194,662
3481,307900,120,194
3482,307900,120,662
3483,307900,39,662
3484,307920,132,662
3485,307920,132,194
3486,307920,120,194
3487,307920,194,662
3488,307920,120,132
3489,307920,120,662
3490,307920,39,662
3491,307920,39,194
3492,307940,194,662
3493,307940,120,194
3494,307940,39,662
3495,307940,39,194
3496,307960,194,662
3497,307960,120,194
3498,307960,120,662
3499,307980,150,709
3500,307980,120,194
3501,308000,113,662
3502,308000,120,194
3503,308000,194,662
3504,308020,120,132
3505,308020,194,662
3506,308020,120,194
3507,308020,132,662
3508,308040,120,132
3509,308040,120,194
3510,308040,132,194
3511,308060,120,132
3512,308060,120,194
3513,308080,120,194
3514,308080,120,132
3515,308100,120,194
3516,308120,39,662
3517,308120,39,194
3518,308120,120,194
3519,308140,120,194
3520,308140,39,662
3521,308160,120,194
3522,308180,132,194
3523,308180,39,120
3524,308180,120,194
3525,308180,39,662
3526,308180,39,194
3527,308200,132,194
3528,308200,132,603
3529,308200,120,132
3530,308200,39,662
3531,308220,120,194
3532,308220,120,132
3533,308220,132,194
3534,308240,120,132
3535,308240,132,194
3536,308280,102,223
3537,308280,132,194
3538,308280,431,784
3539,308280,431,875
3540,308280,120,194
3541,308300,120,132
3542,308300,132,194
3543,308320,120,132
3544,308320,431,875
3545,308320,132,194
3546,308340,784,875
3547,308340,120,132
3548,308360,15,95
3549,308360,120,132
3550,308380,120,194
3551,308380,194,662
3552,308380,132,662
3553,308380,209,804
3554,308400,209,804
3555,308420,120,194
3556,308420,15,95
3557,308420,209,771
3558,308420,181,194
3559,308420,120,181
3560,308440,120,194
3561,308520,39,120
3562,308520,39,194
3563,308540,39,120
3564,308540,120,194
3565,308540,39,194
3566,308560,39,120
3567,308560,120,194
3568,308560,39,194
3569,308580,132,194
3570,308580,39,120
3571,308580,194,662
3572,308580,120,194
3573,308580,39,662
3574,308580,39,194
3575,308600,194,662
3576,308600,120,194
3577,308600,132,194
3578,308600,39,194
3579,308620,194,662
3580,308640,120,194
3581,308640,194,939
3582,308640,194,662
3583,308640,120,662
3584,308660,120,132
3585,308660,194,662
3586,308660,120,194
3587,308660,120,662
3588,308680,120,132
3589,308680,120,194
3590,308680,120,662
3591,308680,132,194
3592,308700,132,194
3593,308700,120,194
3594,308700,120,132
3595,308820,153,271
3596,308840,153,271
3597,308880,56,272
3598,308880,56,172
3599,308900,56,272
3600,308900,120,987
3601,309100,56,132
3602,309120,131,205
3603,309160,15,95
3604,309160,205,267
3605,309180,15,95
3606,309180,105,267
3607,309220,275,431
3608,309240,275,431
3609,309260,275,431
3610,309260,80,172
3611,309280,275,431
3612,309300,275,431
3613,309320,275,431
3614,309340,63,481
3615,309340,275,431
3616,309360,119,275
3617,309360,275,431
3618,309380,275,431
3619,309420,150,481
3620,309440,275,431
3621,309440,150,481
3622,309460,275,431
3623,309460,123,223
3624,309480,123,223
3625,309500,275,431
3626,309500,123,223
3627,309520,119,804
3628,309520,123,223
3629,309540,50,311
3630,309600,275,431
3631,309620,275,431
3632,309640,275,431
3633,309660,275,431
3634,309680,275,431
3635,309700,275,431
3636,309720,275,431
3637,309740,275,431
3638,309780,275,431
3639,309780,131,311
3640,309800,131,311
3641,309800,275,431
3642,309820,275,431
3643,309840,95,113
3644,309840,275,431
3645,309840,153,271
3646,309860,275,431
3647,309880,275,431
3648,309900,265,751
3649,309920,265,751
3650,309960,184,751
3651,310060,271,492
3652,310140,153,492
3653,310360,39,181
3654,310500,273,778
3655,310640,533,709
3656,310680,123,223
3657,310900,119,134
3658,310920,181,223
3659,310920,119,335
3660,310940,272,603
3661,311220,119,492
3662,311260,153,271
3663,311300,116,771
3664,311560,50,311
3665,311560,335,762
3666,311580,50,311
3667,311600,119,533
3668,311620,119,533
3669,311640,119,533
3670,311660,119,533
3671,311760,116,762
3672,311760,150,709
3673,311780,116,762
3674,311780,150,709
3675,311780,119,533
3676,311840,50,311
3677,311880,119,533
3678,311920,50,311
3679,312080,185,265
3680,312180,762,771
3681,312200,762,771
3682,312240,50,311
3683,312240,131,311
3684,312240,751,778
3685,312260,50,131
3686,312280,751,778
3687,312280,150,499
3688,312300,150,499
3689,312320,751,778
3690,312380,134,762
3691,312420,134,762
3692,312420,119,533
3693,312440,134,762
3694,312460,134,762
3695,312560,751,778
3696,312660,119,533
3697,312720,153,271
3698,313020,119,533
3699,313040,119,533
3700,313060,119,533
3701,313080,311,819
3702,313100,311,819
3703,313120,311,819
3704,313720,95,311
3705,313740,271,499
3706,313760,271,499
3707,314080,119,533
3708,314100,119,533
3709,314120,119,533
3710,314140,119,533
3711,314160,119,533
3712,314180,119,533
3713,314200,119,533
3714,314220,119,533
3715,314320,123,223
3716,314520,119,533
3717,314740,153,492
3718,314840,273,778
3719,314860,273,778
3720,314880,273,778
3721,315140,153,492
3722,315180,153,492
3723,315420,119,533
3724,315480,56,778
3725,315520,119,533
3726,315520,153,271
3727,315580,95,123
3728,315600,119,533
3729,315620,119,533
3730,315640,119,533
3731,315740,119,533
3732,315740,223,311
3733,315820,35,265
3734,315840,95,123
3735,315940,35,268
3736,315960,35,268
3737,315960,119,533
3738,315980,35,268
3739,316060,119,533
3740,316080,119,533
3741,316100,153,271
3742,316120,119,533
3743,316160,119,533
3744,316200,153,271
3745,316260,819,987
3746,316260,153,271
3747,316280,119,533
3748,316300,119,533
3749,316320,119,533
3750,316320,153,271
3751,316340,119,533
3752,316360,153,271
3753,316380,119,533
3754,316380,153,271
3755,316400,95,123
3756,316420,95,123
3757,316440,95,123
3758,316460,95,123
3759,316480,95,123
3760,316520,113,242
3761,316560,95,123
3762,316580,95,123
3763,316700,95,123
3764,316720,116,311
3765,316720,119,533
3766,316740,63,481
3767,316740,116,311
3768,316740,311,662
3769,316760,311,662
3770,316780,311,662
3771,316800,311,662
3772,316840,205,267
3773,316860,205,267
3774,316860,95,123
3775,316860,131,778
3776,316860,63,481
3777,316880,267,496
3778,316880,205,267
3779,316920,267,496
3780,316920,496,662
3781,316960,95,123
3782,316980,95,123
3783,317000,499,601
3784,317020,223,311
3785,317040,267,662
3786,317080,196,267
3787,317100,131,875
3788,317100,196,267
3789,317300,153,271
3790,317380,150,271
3791,317420,223,496
3792,317420,496,662
3793,317440,223,496
3794,317520,95,123
3795,317520,223,496
3796,317540,134,275
3797,317540,95,123
3798,317540,223,496
3799,317540,134,431
3800,317560,153,601
3801,317560,95,123
3802,317620,153,271
3803,317640,35,185
3804,317720,153,271
3805,317760,105,113
3806,317780,105,113
3807,317820,223,662
3808,317840,132,496
3809,317900,15,267
3810,318120,63,533
3811,318140,63,533
3812,318140,50,771
3813,318160,50,771
3814,318200,50,771
3815,318260,50,771
3816,318280,50,771
3817,318300,153,492
3818,318320,63,153
3819,318340,50,771
3820,318400,50,771
3821,318440,134,431
3822,318480,50,771
3823,318480,134,431
3824,318520,50,771
3825,318720,102,131
3826,318800,95,123
3827,318880,105,513
3828,318920,95,494
3829,319000,153,271
3830,319020,56,132
3831,319020,153,271
3832,319060,50,771
3833,319080,50,771
3834,319140,268,845
3835,319140,15,95
3836,319240,119,804
3837,319300,50,771
3838,319320,119,275
