,Duration,IDWorker1,IDWorker2
18657,143240,198,343
18658,143260,147,401
18659,143260,3,447
18660,143260,39,219
18661,143280,162,464
18662,143280,162,259
18663,143280,147,401
18664,143280,3,447
18665,143280,39,219
18666,143300,333,447
18667,143300,20,886
18668,143300,147,401
18669,143300,3,447
18670,143320,39,219
18671,143320,20,886
18672,143320,3,447
18673,143320,159,1342
18674,143320,162,259
18675,143320,147,401
18676,143320,162,1342
18677,143320,159,464
18678,143340,20,886
18679,143340,39,219
18680,143340,3,447
18681,143340,378,502
18682,143360,39,219
18683,143360,378,502
18684,143380,39,219
18685,143400,210,464
18686,143400,77,259
18687,143400,159,210
18688,143400,159,464
18689,143400,77,1342
18690,143420,429,1245
18691,143420,63,285
18692,143420,77,1342
18693,143420,210,464
18694,143420,259,1342
18695,143420,77,259
18696,143440,215,1323
18697,143440,162,259
18698,143460,210,464
18699,143460,39,219
18700,143480,97,720
18701,143480,147,401
18702,143480,39,219
18703,143500,159,259
18704,143500,39,219
18705,143500,159,162
18706,143500,162,1342
18707,143500,259,464
18708,143500,97,720
18709,143500,159,210
18710,143520,210,464
18711,143520,39,219
18712,143540,210,464
18713,143540,200,1414
18714,143540,147,401
18715,143560,200,1414
18716,143560,39,219
18717,143580,159,259
18718,143580,200,1414
18719,143600,77,259
18720,143600,252,882
18721,143600,77,1342
18722,143600,200,1414
18723,143600,77,162
18724,143600,246,343
18725,143600,159,1342
18726,143600,424,908
18727,143600,162,259
18728,143620,162,259
18729,143620,424,908
18730,143640,162,259
18731,143640,248,527
18732,143640,246,343
18733,143660,15,343
18734,143660,162,259
18735,143660,159,464
18736,143680,464,1342
18737,143680,429,1245
18738,143680,20,886
18739,143680,162,259
18740,143700,39,219
18741,143700,464,1342
18742,143700,429,1245
18743,143700,162,259
18744,143700,159,1342
18745,143700,77,259
18746,143720,198,445
18747,143720,429,1245
18748,143720,20,886
18749,143720,162,259
18750,143740,429,1245
18751,143740,162,259
18752,143740,488,649
18753,143740,3,447
18754,143740,159,1342
18755,143740,3,333
18756,143760,259,464
18757,143760,429,1245
18758,143760,20,886
18759,143760,3,447
18760,143760,333,447
18761,143760,3,333
18762,143760,453,491
18763,143760,162,464
18764,143760,162,259
18765,143780,77,159
18766,143780,429,1245
18767,143780,488,649
18768,143780,3,447
18769,143780,200,1414
18770,143780,3,333
18771,143780,453,491
18772,143780,162,210
18773,143800,39,219
18774,143800,429,1245
18775,143800,162,259
18776,143800,3,447
18777,143800,3,333
18778,143800,744,845
18779,143800,162,210
18780,143820,429,1245
18781,143820,162,259
18782,143820,3,447
18783,143820,39,219
18784,143840,162,259
18785,143840,429,1245
18786,143840,210,259
18787,143840,3,447
18788,143840,162,210
18789,143860,429,1245
18790,143860,886,1209
18791,143860,435,440
18792,143860,39,219
18793,143860,162,210
18794,143880,429,1245
18795,143880,435,440
18796,143880,39,219
18797,143880,162,210
18798,143900,429,1245
18799,143900,435,440
18800,143920,55,432
18801,143920,77,162
18802,143940,55,477
18803,143940,147,346
18804,143940,429,1245
18805,143940,55,432
18806,143940,200,1414
18807,143940,77,259
18808,143960,147,346
18809,143960,333,447
18810,143980,147,346
18811,143980,200,1414
18812,143980,147,1392
18813,143980,488,649
18814,144000,147,346
18815,144000,200,1414
18816,144000,147,1392
18817,144000,488,649
18818,144000,39,219
18819,144020,147,346
18820,144020,886,1209
18821,144020,55,432
18822,144020,488,649
18823,144020,147,1392
18824,144020,513,634
18825,144040,147,346
18826,144040,147,1392
18827,144040,488,649
18828,144040,513,634
18829,144040,55,432
18830,144060,147,346
18831,144060,158,236
18832,144060,488,649
18833,144060,513,634
18834,144060,346,1392
18835,144080,147,346
18836,144080,147,1392
18837,144080,488,649
18838,144080,346,1392
18839,144100,147,346
18840,144100,488,649
18841,144100,513,634
18842,144100,39,219
18843,144120,147,346
18844,144120,147,1392
18845,144120,488,649
18846,144120,401,1245
18847,144120,346,1392
18848,144140,401,429
18849,144140,147,346
18850,144140,488,649
18851,144140,158,236
18852,144140,346,1392
18853,144140,147,1392
18854,144140,220,720
18855,144140,424,908
18856,144140,513,634
18857,144160,488,1362
18858,144160,158,236
18859,144160,488,649
18860,144160,346,1392
18861,144160,147,346
18862,144160,147,1392
18863,144160,220,720
18864,144160,424,908
18865,144180,77,259
18866,144180,488,649
18867,144180,346,1392
18868,144180,220,720
18869,144180,487,649
18870,144180,424,908
18871,144200,424,908
18872,144200,488,649
18873,144200,220,720
18874,144200,119,270
18875,144200,158,236
18876,144220,445,797
18877,144220,372,491
18878,144220,119,270
18879,144220,158,236
18880,144220,15,372
18881,144220,147,1392
18882,144220,220,720
18883,144220,424,908
18884,144240,445,797
18885,144240,429,432
18886,144240,649,1362
18887,144240,39,219
18888,144240,119,270
18889,144240,158,236
18890,144240,55,429
18891,144240,220,720
18892,144240,424,908
18893,144260,55,429
18894,144260,649,1362
18895,144260,119,270
18896,144260,158,236
18897,144260,220,720
18898,144260,487,649
18899,144260,424,908
18900,144280,252,882
18901,144280,119,270
18902,144280,158,236
18903,144280,3,447
18904,144280,220,720
18905,144280,424,908
18906,144300,147,725
18907,144300,220,720
18908,144300,119,270
18909,144300,424,908
18910,144300,3,447
18911,144320,424,908
18912,144320,220,720
18913,144320,158,236
18914,144320,346,387
18915,144320,496,1414
18916,144340,387,1392
18917,144340,147,725
18918,144340,158,236
18919,144340,147,387
18920,144340,496,1414
18921,144340,424,908
18922,144360,424,908
18923,144360,445,797
18924,144360,97,220
18925,144360,346,1362
18926,144360,158,236
18927,144380,445,797
18928,144380,97,220
18929,144380,424,908
18930,144400,387,1392
18931,144400,97,220
18932,144400,346,1362
18933,144400,445,797
18934,144400,694,859
18935,144400,15,295
18936,144400,55,1245
18937,144400,445,621
18938,144420,15,295
18939,144420,445,797
18940,144440,97,220
18941,144440,346,1362
18942,144460,387,1392
18943,144460,97,220
18944,144460,346,1362
18945,144480,387,1392
18946,144480,97,220
18947,144500,387,1392
18948,144520,387,1362
18949,144520,97,1204
18950,144520,429,432
18951,144540,55,1245
18952,144540,97,1204
18953,144540,158,236
18954,144560,97,1204
18955,144580,97,1204
18956,144580,158,236
18957,144580,252,882
18958,144600,496,874
18959,144600,158,236
18960,144620,97,1204
18961,144620,496,874
18962,144620,874,1414
18963,144620,158,236
18964,144620,998,1260
18965,144620,15,295
18966,144640,387,1392
18967,144640,998,1260
18968,144660,97,1204
18969,144680,387,1392
18970,144680,20,378
18971,144680,97,1204
18972,144680,531,650
18973,144700,387,1392
18974,144700,97,1204
18975,144700,275,882
18976,144720,20,378
18977,144740,387,1392
18978,144740,97,1204
18979,144740,119,270
18980,144740,210,1342
18981,144740,874,1414
18982,144760,387,1392
18983,144760,119,270
18984,144760,295,884
18985,144780,15,295
18986,144780,464,1342
18987,144780,97,1204
18988,144780,55,1245
18989,144780,77,159
18990,144800,97,1204
18991,144820,333,447
18992,144820,97,1204
18993,144840,55,1245
18994,144840,97,1204
18995,144840,626,1362
18996,144860,119,270
18997,144880,117,653
18998,144880,333,447
18999,144880,97,1204
19000,144880,158,763
19001,144880,119,270
19002,144900,333,447
19003,144900,97,1204
19004,144900,119,270
19005,144900,55,1245
19006,144900,638,867
19007,144920,97,1204
19008,144920,20,1209
19009,144920,117,653
19010,144920,147,725
19011,144920,119,270
19012,144920,147,1392
19013,144940,117,653
19014,144940,97,1204
19015,144940,147,1392
19016,144960,117,653
19017,144980,97,1204
19018,144980,343,445
19019,145000,387,1392
19020,145000,343,445
19021,145000,147,1392
19022,145020,117,653
19023,145020,387,1392
19024,145020,97,1204
19025,145020,147,1392
19026,145040,117,653
19027,145040,97,1204
19028,145040,147,1392
19029,145060,513,634
19030,145080,117,653
19031,145080,387,1392
19032,145080,275,445
19033,145080,275,343
19034,145100,295,447
19035,145100,55,1245
19036,145100,117,653
19037,145100,275,343
19038,145100,119,343
19039,145100,333,447
19040,145100,275,445
19041,145100,333,859
19042,145120,333,859
19043,145120,295,447
19044,145120,333,447
19045,145120,874,1414
19046,145140,333,447
19047,145140,20,1209
19048,145140,874,1414
19049,145160,464,1342
19050,145160,333,447
19051,145180,275,445
19052,145200,117,653
19053,145200,275,445
19054,145200,20,1209
19055,145220,20,1209
19056,145220,874,1414
19057,145220,117,653
19058,145220,147,725
19059,145220,464,1342
19060,145220,275,445
19061,145220,426,488
19062,145220,55,1245
19063,145240,20,1209
19064,145260,275,445
19065,145260,147,725
19066,145260,20,1209
19067,145280,117,653
19068,145280,20,1209
19069,145300,117,653
19070,145300,20,1209
19071,145320,117,653
19072,145320,252,882
19073,145320,20,1209
19074,145340,117,653
19075,145340,147,725
19076,145340,252,882
19077,145340,20,1209
19078,145360,117,653
19079,145360,252,882
19080,145380,275,445
19081,145380,97,720
19082,145400,147,1392
19083,145420,252,882
19084,145420,440,502
19085,145420,147,387
19086,145440,387,1392
19087,145440,147,387
19088,145460,453,642
19089,145480,642,763
19090,145480,147,1392
19091,145480,453,642
19092,145500,387,1392
19093,145500,642,763
19094,145520,387,1392
19095,145540,387,1392
19096,145540,77,159
19097,145560,387,1392
19098,145600,77,159
19099,145640,97,1204
19100,145640,74,158
19101,145660,387,1392
19102,145660,74,158
19103,145680,285,866
19104,145700,694,859
19105,145700,77,159
19106,145720,97,1204
19107,145720,615,642
19108,145740,387,1392
19109,145740,97,1204
19110,145740,74,158
19111,145760,649,1392
19112,145760,387,1392
19113,145760,97,1204
19114,145760,387,649
19115,145780,387,1392
19116,145780,97,1204
19117,145780,387,649
19118,145780,498,615
19119,145780,55,1245
19120,145780,649,1392
19121,145780,285,866
19122,145800,498,615
19123,145800,387,1392
19124,145800,97,1204
19125,145800,387,649
19126,145800,649,1392
19127,145820,498,615
19128,145820,387,1392
19129,145820,97,1204
19130,145820,387,649
19131,145820,649,1392
19132,145840,387,1392
19133,145840,649,1392
19134,145840,387,649
19135,145860,649,725
19136,145860,387,1392
19137,145860,649,1392
19138,145860,387,649
19139,145860,252,882
19140,145880,285,866
19141,145880,252,882
19142,145880,649,725
19143,145900,285,866
19144,145900,252,882
19145,145900,649,725
19146,145900,77,159
19147,145920,270,520
19148,145920,649,725
19149,145940,649,725
19150,145960,55,1245
19151,145960,649,725
19152,145960,160,626
19153,145980,55,1245
19154,145980,649,725
19155,146000,97,220
19156,146000,649,725
19157,146020,97,220
19158,146020,649,725
19159,146020,43,285
19160,146040,97,220
19161,146040,649,725
19162,146040,43,285
19163,146060,97,220
19164,146060,649,725
19165,146080,117,653
19166,146080,97,220
19167,146080,649,725
19168,146100,117,653
19169,146100,97,220
19170,146100,649,725
19171,146120,117,653
19172,146120,97,220
19173,146120,649,725
19174,146140,97,220
19175,146140,649,725
19176,146160,649,725
19177,146180,488,502
19178,146180,97,220
19179,146200,649,725
19180,146220,649,725
19181,146220,77,159
19182,146240,649,725
19183,146260,649,725
19184,146280,649,725
19185,146300,424,908
19186,146300,649,725
19187,146300,424,634
19188,146320,649,725
19189,146340,649,725
19190,146360,649,725
19191,146380,372,491
19192,146400,372,491
19193,146420,372,491
19194,146440,464,1342
19195,146500,74,158
19196,146520,74,158
19197,146540,74,158
19198,146560,74,158
19199,146580,74,158
19200,146600,520,1414
19201,146600,74,158
19202,146620,520,1414
19203,146620,97,220
19204,146640,520,1414
19205,146640,97,220
19206,146660,520,1414
19207,146660,97,220
19208,146660,74,158
19209,146680,520,1414
19210,146680,460,626
19211,146680,74,158
19212,146700,520,1414
19213,146700,63,285
19214,146700,74,158
19215,146700,39,219
19216,146720,520,1414
19217,146720,74,158
19218,146740,520,1414
19219,146740,20,656
19220,146740,74,158
19221,146760,20,656
19222,146760,63,285
19223,146760,74,158
19224,146760,119,366
19225,146780,63,285
19226,146780,74,158
19227,146780,72,656
19228,146800,43,63
19229,146800,63,285
19230,146800,74,158
19231,146800,880,884
19232,146820,20,72
19233,146820,63,285
19234,146820,74,158
19235,146820,880,884
19236,146840,117,653
19237,146840,20,117
19238,146840,63,285
19239,146840,74,158
19240,146840,20,653
19241,146860,43,63
19242,146860,63,285
19243,146860,74,158
19244,146880,117,653
19245,146880,63,285
19246,146880,880,884
19247,146900,117,653
19248,146900,43,63
19249,146900,63,285
19250,146920,43,285
19251,146920,63,285
19252,146960,117,653
19253,146960,20,886
19254,146960,63,285
19255,146980,20,886
19256,147000,20,886
19257,147020,461,874
19258,147040,43,285
19259,147040,880,884
19260,147120,77,159
19261,147140,55,1245
19262,147140,63,866
19263,147140,63,285
19264,147160,20,886
19265,147180,20,886
19266,147180,63,285
19267,147200,63,285
19268,147200,15,460
19269,147200,63,866
19270,147200,285,866
19271,147220,63,285
19272,147220,295,694
19273,147240,63,285
19274,147260,63,285
19275,147260,649,725
19276,147280,63,285
19277,147280,20,886
19278,147280,18,621
19279,147280,43,285
19280,147300,20,886
19281,147300,63,285
19282,147320,20,886
19283,147340,63,285
19284,147340,20,886
19285,147340,285,866
19286,147340,74,158
19287,147360,461,874
19288,147360,162,290
19289,147360,20,886
19290,147360,63,285
19291,147360,74,158
19292,147360,285,866
19293,147360,63,866
19294,147380,461,874
19295,147380,20,886
19296,147380,63,285
19297,147380,232,272
19298,147380,259,464
19299,147380,656,1209
19300,147380,63,866
19301,147400,461,874
19302,147400,259,428
19303,147400,63,285
19304,147400,232,272
19305,147400,210,428
19306,147400,210,259
19307,147420,461,874
19308,147420,649,725
19309,147420,63,285
19310,147420,232,272
19311,147420,210,464
19312,147420,242,460
19313,147440,63,285
19314,147440,172,743
19315,147460,649,725
19316,147460,172,743
19317,147460,18,744
19318,147460,232,272
19319,147480,63,285
19320,147480,162,259
19321,147480,649,725
19322,147500,162,290
19323,147500,162,259
19324,147500,460,626
19325,147500,63,285
19326,147500,232,272
19327,147500,18,210
19328,147520,162,428
19329,147520,460,626
19330,147520,63,285
19331,147520,232,272
19332,147540,63,285
19333,147540,159,428
19334,147540,232,272
19335,147560,461,874
19336,147560,162,259
19337,147580,162,259
19338,147580,72,753
19339,147600,220,790
19340,147600,59,790
19341,147620,159,428
19342,147640,290,428
19343,147640,77,290
19344,147640,59,790
19345,147640,55,1245
19346,147660,290,428
19347,147660,77,290
19348,147660,77,428
19349,147660,159,428
19350,147680,290,428
19351,147680,162,1342
19352,147680,159,428
19353,147700,290,428
19354,147700,162,259
19355,147700,159,290
19356,147700,159,428
19357,147720,290,428
19358,147720,259,1342
19359,147720,159,428
19360,147740,656,1209
19361,147740,248,527
19362,147800,248,504
19363,147800,504,527
19364,147800,248,527
19365,147800,162,372
19366,147820,248,527
19367,147820,504,527
19368,147840,248,527
19369,147840,504,527
19370,147860,162,372
19371,147900,159,259
19372,147920,89,720
19373,147920,97,741
19374,147920,74,333
19375,147920,159,1342
19376,147940,504,510
19377,147960,59,790
19378,148000,638,867
19379,148000,162,259
19380,148000,162,372
19381,148020,638,867
19382,148020,162,259
19383,148020,162,372
19384,148040,159,333
19385,148040,638,867
19386,148040,656,1209
19387,148060,656,1209
19388,148060,638,867
19389,148080,638,867
19390,148100,159,333
19391,148100,638,867
19392,148120,656,1209
19393,148120,638,867
19394,148140,159,333
19395,148140,638,867
19396,148140,656,1209
19397,148160,159,333
19398,148160,290,859
19399,148160,656,1209
19400,148180,55,1245
19401,148220,656,1209
19402,148220,122,753
19403,148240,295,460
19404,148240,122,753
19405,148260,290,859
19406,148280,55,1245
19407,148280,378,741
19408,148280,290,859
19409,148280,122,753
19410,148300,290,859
19411,148300,295,460
19412,148320,159,333
19413,148320,290,859
19414,148320,295,460
19415,148320,502,741
19416,148340,159,333
19417,148340,290,859
19418,148340,295,460
19419,148340,638,867
19420,148360,638,867
19421,148380,159,333
19422,148380,290,859
19423,148380,295,460
19424,148380,638,867
19425,148400,159,333
19426,148400,290,859
19427,148400,638,867
19428,148420,656,1209
19429,148420,290,859
19430,148420,638,867
19431,148440,638,867
19432,148440,252,882
19433,148440,259,372
19434,148440,162,372
19435,148460,638,867
19436,148500,638,867
19437,148500,290,859
19438,148520,638,867
19439,148540,638,867
19440,148540,162,259
19441,148540,162,372
19442,148560,162,259
19443,148560,290,859
19444,148560,162,372
19445,148580,162,259
19446,148580,34,160
19447,148580,89,720
19448,148580,162,372
19449,148580,160,959
19450,148600,162,372
19451,148600,504,527
19452,148600,162,259
19453,148600,89,720
19454,148600,290,859
19455,148600,160,959
19456,148620,162,259
19457,148620,162,372
19458,148620,160,959
19459,148640,162,372
19460,148640,162,259
19461,148640,122,407
19462,148640,290,859
19463,148640,252,882
19464,148640,160,959
19465,148660,162,259
19466,148660,252,882
19467,148660,162,372
19468,148660,160,959
19469,148680,160,959
19470,148700,160,959
19471,148720,252,882
19472,148720,160,959
19473,148740,160,959
19474,148760,378,741
19475,148760,160,959
19476,148780,387,1392
19477,148780,429,432
19478,148780,378,741
19479,148780,77,1392
19480,148780,649,1392
19481,148780,160,959
19482,148800,387,1392
19483,148800,429,432
19484,148800,160,959
19485,148820,387,1392
19486,148820,429,432
19487,148820,160,959
19488,148840,160,959
19489,148880,429,432
19490,148880,34,160
19491,148940,656,1209
19492,148940,122,285
19493,148960,159,333
19494,148960,122,285
19495,148960,74,489
19496,148980,122,285
19497,149000,122,285
19498,149020,55,1245
19499,149020,55,429
19500,149040,55,1245
19501,149040,122,285
19502,149040,429,1245
19503,149060,259,751
19504,149080,259,751
19505,149080,122,285
19506,149080,55,1245
19507,149080,55,401
19508,149080,27,387
19509,149080,15,259
19510,149100,55,1245
19511,149100,55,401
19512,149100,27,387
19513,149120,15,259
19514,149120,55,1245
19515,149120,401,1245
19516,149120,55,401
19517,149120,119,366
19518,149140,401,1245
19519,149140,55,401
19520,149160,55,1245
19521,149160,401,1245
19522,149160,372,491
19523,149160,55,401
19524,149180,122,285
19525,149180,372,491
19526,149180,55,401
19527,149200,656,1209
19528,149200,55,401
19529,149200,55,1245
19530,149220,372,491
19531,149220,55,401
19532,149240,55,401
19533,149260,55,1245
19534,149280,55,1245
19535,149300,55,1245
19536,149320,55,1245
19537,149360,162,259
19538,149380,259,464
19539,149380,122,706
19540,149380,290,859
19541,149400,252,882
19542,149420,122,706
19543,149420,290,859
19544,149440,741,1209
19545,149460,290,859
19546,149460,741,1209
19547,149480,290,859
19548,149480,59,790
19549,149520,59,790
19550,149540,215,1323
19551,149540,285,889
19552,149560,215,1323
19553,149560,252,882
19554,149580,215,1323
19555,149580,252,882
19556,149600,290,859
19557,149620,59,790
19558,149660,290,859
19559,149660,55,401
19560,149680,290,859
19561,149700,290,859
19562,149700,20,1209
19563,149700,55,401
19564,149720,290,859
19565,149720,55,401
19566,149740,520,1414
19567,149740,290,859
19568,149760,520,1414
19569,149760,275,753
19570,149760,290,859
19571,149780,520,1414
19572,149780,290,859
19573,149800,290,859
19574,149800,626,970
19575,149820,290,859
19576,149820,626,970
19577,149840,290,859
19578,149840,626,970
19579,149860,290,859
19580,149860,626,970
19581,149880,626,970
19582,149900,626,970
19583,149920,626,970
19584,149940,252,882
19585,149940,626,970
19586,149960,626,970
19587,149980,626,970
19588,150000,626,970
19589,150000,649,954
19590,150020,426,1245
19591,150020,626,970
19592,150040,275,753
19593,150060,275,753
19594,150080,55,628
19595,150080,275,753
19596,150100,275,753
19597,150100,626,970
19598,150120,275,753
19599,150140,55,164
19600,150160,55,164
19601,150160,275,706
19602,150180,55,164
19603,150200,426,1245
19604,150200,55,164
19605,150200,285,706
19606,150200,14,626
19607,150220,55,164
19608,150220,248,527
19609,150220,285,706
19610,150240,55,164
19611,150240,285,706
19612,150260,55,164
19613,150280,285,706
19614,150280,39,72
19615,150280,14,468
19616,150300,55,164
19617,150300,122,753
19618,150320,426,1245
19619,150320,290,859
19620,150340,426,1245
19621,150340,55,164
19622,150340,290,859
19623,150360,426,1245
19624,150360,290,859
19625,150380,426,1245
19626,150380,290,859
19627,150400,426,1245
19628,150400,343,468
19629,150400,290,859
19630,150400,343,428
19631,150420,426,1245
19632,150420,14,468
19633,150420,290,859
19634,150420,343,428
19635,150420,428,468
19636,150440,426,1245
19637,150440,290,859
19638,150460,426,1245
19639,150460,290,859
19640,150460,343,428
19641,150480,426,1245
19642,150500,426,1245
19643,150500,343,428
19644,150520,426,1245
19645,150520,55,164
19646,150520,343,428
19647,150540,426,1245
19648,150540,55,164
19649,150540,343,428
19650,150560,426,1245
19651,150560,55,164
19652,150560,343,428
19653,150580,426,1245
19654,150580,55,164
19655,150580,290,859
19656,150580,343,428
19657,150600,426,1245
19658,150600,252,882
19659,150600,55,164
19660,150600,343,428
19661,150620,426,1245
19662,150620,252,882
19663,150620,343,428
19664,150640,426,1245
19665,150640,656,741
19666,150660,426,1245
19667,150660,343,626
19668,150680,343,626
19669,150700,426,1245
19670,150700,656,1492
19671,150720,426,1245
19672,150740,426,1245
19673,150740,252,882
19674,150740,656,1492
19675,150760,426,1245
19676,150760,656,1492
19677,150780,426,1245
19678,150780,656,1492
19679,150800,426,1245
19680,150800,656,1492
19681,150800,117,1414
19682,150820,426,1245
19683,150820,378,741
19684,150820,656,1492
19685,150840,426,1245
19686,150840,656,1492
19687,150860,426,1245
19688,150880,426,1245
19689,150880,656,1492
19690,150880,290,859
19691,150900,426,1245
19692,150900,656,1492
19693,150900,290,859
19694,150920,426,1245
19695,150920,290,859
19696,150920,656,1492
19697,150920,694,859
19698,150940,426,1245
19699,150940,290,859
19700,150960,426,1245
19701,150960,290,859
19702,150980,656,1492
19703,150980,290,859
19704,151000,656,1492
19705,151020,656,1492
19706,151040,426,1245
19707,151040,15,34
19708,151060,426,1245
19709,151080,426,1245
19710,151080,656,1492
19711,151160,220,720
19712,151160,220,656
19713,151160,72,753
19714,151180,290,694
19715,151200,290,694
19716,151220,220,720
19717,151220,290,694
19718,151240,220,720
19719,151240,290,694
19720,151260,220,720
19721,151260,290,694
19722,151280,220,720
19723,151300,401,429
19724,151300,220,720
19725,151320,220,720
19726,151340,290,886
19727,151340,252,882
19728,151360,290,886
19729,151360,220,720
19730,151380,290,886
19731,151400,290,886
19732,151440,119,366
19733,151440,47,366
19734,151460,47,366
19735,151480,47,366
19736,151500,119,366
19737,151500,47,366
19738,151520,119,366
19739,151520,220,656
19740,151520,47,366
19741,151540,47,366
19742,151560,119,366
19743,151560,63,285
19744,151560,47,366
19745,151580,119,366
19746,151580,47,366
19747,151600,656,720
19748,151600,47,366
19749,151620,574,615
19750,151620,47,366
19751,151640,119,366
19752,151640,47,366
19753,151680,63,285
19754,151680,47,366
19755,151700,119,366
19756,151700,47,366
19757,151720,97,220
19758,151720,119,366
19759,151720,47,366
19760,151740,246,753
19761,151740,97,220
19762,151740,119,366
19763,151740,47,366
19764,151760,97,220
19765,151760,119,366
19766,151760,47,366
19767,151780,295,909
19768,151780,47,366
19769,151800,47,366
19770,151820,47,366
19771,151840,119,366
19772,151840,47,366
19773,151860,47,366
19774,151880,119,366
19775,151880,246,477
19776,151880,47,366
19777,151900,119,366
19778,151920,119,366
19779,151920,47,366
19780,151940,47,366
19781,151960,47,366
19782,152000,119,366
19783,152000,47,366
19784,152020,47,366
19785,152040,220,720
19786,152040,47,366
19787,152060,47,366
19788,152080,119,366
19789,152080,47,366
19790,152100,47,366
19791,152120,220,720
19792,152120,119,366
19793,152120,47,366
19794,152140,220,720
19795,152140,119,366
19796,152140,47,366
19797,152160,47,366
19798,152180,47,366
19799,152200,119,366
19800,152200,47,366
19801,152220,47,366
19802,152240,47,366
19803,152260,252,882
19804,152260,119,366
19805,152260,47,366
19806,152280,47,366
19807,152300,47,366
19808,152320,119,366
19809,152320,47,366
19810,152340,47,366
19811,152360,119,366
19812,152360,47,366
19813,152380,119,366
19814,152380,47,366
19815,152400,47,366
19816,152420,119,366
19817,152420,47,366
19818,152440,47,366
19819,152460,47,366
19820,152480,47,366
19821,152500,378,1492
19822,152500,47,366
19823,152520,47,366
19824,152540,47,366
19825,152560,97,720
19826,152560,47,366
19827,152560,119,366
19828,152580,47,366
19829,152600,47,366
19830,152620,119,366
19831,152620,47,366
19832,152640,886,1209
19833,152640,97,720
19834,152640,47,366
19835,152640,119,366
19836,152660,215,1323
19837,152660,886,1209
19838,152660,97,720
19839,152660,47,366
19840,152660,119,366
19841,152680,886,1209
19842,152680,97,720
19843,152680,47,366
19844,152680,119,366
19845,152700,656,1209
19846,152700,886,1209
19847,152700,97,720
19848,152720,886,1209
19849,152720,119,366
19850,152720,47,366
19851,152740,886,1209
19852,152740,119,366
19853,152740,47,366
19854,152760,886,1209
19855,152760,119,366
19856,152760,47,366
19857,152780,886,1209
19858,152780,47,366
19859,152800,886,1209
19860,152800,119,366
19861,152800,47,366
19862,152820,656,1209
19863,152820,886,1209
19864,152820,47,366
19865,152840,886,1209
19866,152840,119,366
19867,152840,47,366
19868,152860,886,1209
19869,152860,119,366
19870,152860,47,366
19871,152880,886,1209
19872,152880,119,366
19873,152880,47,366
19874,152900,119,366
19875,152900,47,366
19876,152920,886,1209
19877,152920,147,468
19878,152940,886,1209
19879,152940,47,366
19880,152940,147,468
19881,152960,886,1209
19882,152960,47,366
19883,152980,886,1209
19884,152980,47,366
19885,153000,886,1209
19886,153000,119,366
19887,153000,401,649
19888,153000,47,366
19889,153000,147,468
19890,153020,886,1209
19891,153020,119,366
19892,153020,47,366
19893,153020,147,468
19894,153040,886,1209
19895,153040,119,366
19896,153040,47,366
19897,153060,886,1209
19898,153060,119,366
19899,153060,47,366
19900,153080,886,1209
19901,153080,119,366
19902,153080,47,366
19903,153080,401,649
19904,153080,252,275
19905,153100,886,1209
19906,153100,401,649
19907,153100,47,366
19908,153120,119,366
19909,153120,401,649
19910,153120,47,366
19911,153140,886,1209
19912,153140,401,649
19913,153140,47,366
19914,153160,401,649
19915,153160,47,366
19916,153180,649,1245
19917,153180,401,649
19918,153180,47,366
19919,153200,119,366
19920,153200,401,649
19921,153200,47,366
19922,153220,649,1245
19923,153220,401,649
19924,153220,47,366
19925,153240,119,366
19926,153240,401,649
19927,153240,47,366
19928,153260,119,366
19929,153260,401,649
19930,153260,47,366
19931,153280,97,886
19932,153280,119,366
19933,153280,401,649
19934,153280,47,366
19935,153300,147,649
19936,153300,119,366
19937,153300,147,401
19938,153300,401,649
19939,153300,47,366
19940,153320,162,464
19941,153320,119,366
19942,153320,401,649
19943,153320,47,366
19944,153340,162,464
19945,153340,147,649
19946,153340,401,649
19947,153340,47,366
19948,153360,162,464
19949,153360,401,649
19950,153360,47,366
19951,153380,162,464
19952,153380,401,649
19953,153380,47,366
19954,153400,162,464
19955,153400,119,366
19956,153400,401,649
19957,153400,47,366
19958,153420,162,464
19959,153420,147,649
19960,153420,401,649
19961,153420,47,366
19962,153440,162,464
19963,153440,119,366
19964,153440,401,649
19965,153440,47,366
19966,153460,162,464
19967,153460,147,649
19968,153460,47,366
19969,153460,401,649
19970,153460,649,954
19971,153480,147,954
19972,153480,401,649
19973,153480,649,954
19974,153480,119,366
19975,153500,147,649
19976,153500,119,366
19977,153500,147,401
19978,153500,47,366
19979,153500,649,954
19980,153520,47,366
19981,153520,649,954
19982,153540,119,366
19983,153540,401,954
19984,153540,47,366
19985,153560,401,954
19986,153560,401,649
19987,153560,649,954
19988,153560,47,366
19989,153580,401,649
19990,153580,47,366
19991,153600,401,649
19992,153620,401,649
19993,153620,47,366
19994,153640,119,366
19995,153640,401,649
19996,153640,47,366
19997,153660,162,259
19998,153660,401,649
19999,153660,47,366
20000,153680,119,366
20001,153680,401,649
20002,153680,47,366
20003,153700,401,649
20004,153700,47,366
20005,153720,147,649
20006,153720,119,366
20007,153720,147,401
20008,153720,401,649
20009,153720,47,366
20010,153740,147,649
20011,153740,147,401
20012,153740,401,649
20013,153740,47,366
20014,153760,401,649
20015,153760,47,366
20016,153780,119,366
20017,153780,401,649
20018,153780,47,366
20019,153800,119,366
20020,153800,401,649
20021,153800,47,366
20022,153820,97,886
20023,153820,119,366
20024,153820,47,366
